n,k_cap_mean,k_cap_sd,radius,simulation_rounds,population_density,replicate,network_density,network_is_connected,network_num_components,network_largest_component_size,network_avg_shortest_path,network_diameter,network_clustering_coef,network_modularity,network_assortativity
1000,50,25.0,0.1,100000,1e-05,21,0.042472472472472475,True,1,1000,2.3018218218218216,4,0.1740929548475319,0.3773206094145497,0.069513085359966
1000,50,25.0,0.1,100000,1e-05,22,0.042218218218218216,True,1,1000,2.312302302302302,4,0.17622768402650044,0.4030563547492867,0.050852406253005675
1000,50,25.0,0.1,100000,1e-05,23,0.04164164164164164,True,1,1000,2.3125245245245245,4,0.172291103974863,0.3770618632119083,0.06332898635457485
1000,50,25.0,0.1,100000,1e-05,24,0.041637637637637635,True,1,1000,2.3184144144144145,4,0.1724883504462027,0.3585306185589442,0.06643616346412838
1000,50,25.0,0.1,100000,1e-05,25,0.041533533533533534,True,1,1000,2.309673673673674,4,0.17161872771785394,0.37791980058686164,0.0622908296627091
1000,50,25.0,0.1,100000,1e-05,26,0.041945945945945945,True,1,1000,2.3105865865865867,4,0.17470383376949722,0.33995592946790426,0.052006610044429066
1000,50,25.0,0.1,100000,1e-05,27,0.04274274274274274,True,1,1000,2.291895895895896,4,0.1676449880773733,0.3642456833526208,0.0684987852486664
1000,50,25.0,0.1,100000,1e-05,28,0.042254254254254255,True,1,1000,2.3084644644644645,4,0.17413706407823862,0.35599936354792705,0.05952739415635511
1000,50,25.0,0.1,100000,1e-05,29,0.042154154154154154,True,1,1000,2.3076196196196195,4,0.17075692680520152,0.38946345599569193,0.049525648623223215
1000,50,25.0,0.1,100000,1e-05,30,0.04255855855855856,True,1,1000,2.2984984984984984,4,0.17024575529923194,0.3805794593809828,0.08851328719479475
1000,50,25.0,0.1,100000,1e-05,31,0.04128328328328328,True,1,1000,2.329991991991992,4,0.1786608797483451,0.3947149544069945,0.09981008927464609
1000,50,25.0,0.1,100000,1e-05,32,0.04255255255255255,True,1,1000,2.299319319319319,4,0.17230384074141386,0.38607116119356083,0.0655119445396515
1000,50,25.0,0.1,100000,1e-05,33,0.042028028028028026,True,1,1000,2.3033393393393395,4,0.16828335415384413,0.3378923362588109,0.07598850744739094
1000,50,25.0,0.1,100000,1e-05,34,0.04253253253253253,True,1,1000,2.303073073073073,4,0.1728952156882969,0.39829648508383264,0.05894960567059628
1000,50,25.0,0.1,100000,1e-05,35,0.04222822822822823,True,1,1000,2.30026026026026,4,0.1732817523912226,0.3820671108089318,0.0587961656122727
1000,50,25.0,0.1,100000,1e-05,36,0.042264264264264266,True,1,1000,2.3056376376376377,4,0.17430087249303344,0.3799606159045453,0.05477576242943689
1000,50,25.0,0.1,100000,1e-05,37,0.04126126126126126,True,1,1000,2.316630630630631,4,0.16969145070142128,0.3556188353707788,0.056696735534401
1000,50,25.0,0.1,100000,1e-05,38,0.04143143143143143,True,1,1000,2.315205205205205,4,0.16919914665612232,0.38433501187678404,0.06625319871660432
1000,50,25.0,0.1,100000,1e-05,39,0.04248848848848849,True,1,1000,2.2996516516516516,4,0.17217175973644766,0.3584249452354271,0.05735632166429846
1000,50,25.0,0.1,100000,1e-05,40,0.04088888888888889,True,1,1000,2.3294334334334335,4,0.17116071150081624,0.35236382372703773,0.06685067427844717
1000,50,25.0,0.1,100000,1e-05,41,0.04263663663663664,True,1,1000,2.2964844844844845,4,0.17151135133316422,0.3898607302179358,0.046829547637698934
1000,50,25.0,0.1,100000,1e-05,42,0.041941941941941945,True,1,1000,2.3077697697697697,4,0.16948002208759072,0.3769635089797848,0.06704045163314662
1000,50,25.0,0.1,100000,1e-05,43,0.04195195195195195,True,1,1000,2.301017017017017,4,0.16726086183189773,0.39251278873540296,0.06476184963441967
1000,50,25.0,0.1,100000,1e-05,44,0.041651651651651654,True,1,1000,2.3114754754754756,4,0.1695785568431258,0.3747030230760554,0.0677267476958084
1000,50,25.0,0.1,100000,1e-05,45,0.041397397397397395,True,1,1000,2.327743743743744,4,0.1777807064899089,0.3760896682359679,0.05702318501528146
1000,50,25.0,0.1,100000,1e-05,46,0.04151351351351351,True,1,1000,2.3076196196196195,4,0.1650748092033182,0.35718554052124113,0.0469737176353188
1000,50,25.0,0.1,100000,1e-05,47,0.04317717717717718,True,1,1000,2.2856856856856855,4,0.1725446841316672,0.37187432176348084,0.05780864059570094
1000,50,25.0,0.1,100000,1e-05,48,0.041197197197197194,True,1,1000,2.3151711711711713,4,0.1697856698582938,0.36742282428902023,0.06319138845668369
1000,50,25.0,0.1,100000,1e-05,49,0.04215215215215215,True,1,1000,2.301423423423423,4,0.16852637978503648,0.38393116353845,0.05381455740690955
1000,50,25.0,0.1,100000,3.1622776601683795e-05,0,0.041203203203203205,True,1,1000,2.321965965965966,4,0.16974080560256707,0.38244386486752535,0.055888408574775485
1000,50,25.0,0.1,100000,3.1622776601683795e-05,1,0.04252052052052052,True,1,1000,2.2926146146146147,4,0.16692711520920472,0.3852114452375112,0.03999608684502319
1000,50,25.0,0.1,100000,3.1622776601683795e-05,2,0.04163963963963964,True,1,1000,2.309167167167167,4,0.1687212515138927,0.38989325922173246,0.06177875177711716
1000,50,25.0,0.1,100000,3.1622776601683795e-05,3,0.04142742742742743,True,1,1000,2.3195895895895897,4,0.17672074631589738,0.3872623133388229,0.0530859638367076
1000,50,25.0,0.1,100000,3.1622776601683795e-05,4,0.04186586586586587,True,1,1000,2.310118118118118,4,0.17375646683549392,0.3842921618405016,0.07038568572878608
1000,50,25.0,0.1,100000,3.1622776601683795e-05,5,0.040916916916916915,True,1,1000,2.3356316316316317,4,0.17747281066659987,0.35566531841026755,0.07460879853606146
1000,50,25.0,0.1,100000,3.1622776601683795e-05,6,0.04195395395395395,True,1,1000,2.307997997997998,4,0.17484011071517258,0.3788818768551353,0.0365955064100896
1000,50,25.0,0.1,100000,3.1622776601683795e-05,7,0.04136936936936937,True,1,1000,2.315897897897898,4,0.17000377893623095,0.3759166140016718,0.05606904693847573
1000,50,25.0,0.1,100000,3.1622776601683795e-05,8,0.0409029029029029,True,1,1000,2.3213733733733735,4,0.17209756060960504,0.3747322904203797,0.061073043819826894
1000,50,25.0,0.1,100000,3.1622776601683795e-05,9,0.04113113113113113,True,1,1000,2.322044044044044,4,0.16970923231506152,0.3749918777560681,0.06806271793215891
1000,50,25.0,0.1,100000,3.1622776601683795e-05,10,0.041927927927927926,True,1,1000,2.3083303303303304,4,0.16802862215724554,0.3751163840596531,0.07253780474681175
1000,50,25.0,0.1,100000,3.1622776601683795e-05,11,0.04176776776776777,True,1,1000,2.310964964964965,4,0.17181976763923668,0.40032428974282547,0.06332507909870445
1000,50,25.0,0.1,100000,3.1622776601683795e-05,12,0.04247847847847848,True,1,1000,2.302916916916917,4,0.17395552178074591,0.3936833333183771,0.05756830595311628
1000,50,25.0,0.1,100000,3.1622776601683795e-05,13,0.041655655655655655,True,1,1000,2.313089089089089,4,0.1698598939952124,0.3552237771129337,0.07799307646983596
1000,50,25.0,0.1,100000,3.1622776601683795e-05,14,0.04133533533533534,True,1,1000,2.329155155155155,4,0.1777008352270823,0.39529686455064184,0.08935265490826265
1000,50,25.0,0.1,100000,3.1622776601683795e-05,15,0.04125925925925926,True,1,1000,2.3208148148148147,4,0.1703857218357184,0.39085370036938755,0.06966026694472498
1000,50,25.0,0.1,100000,3.1622776601683795e-05,16,0.04102902902902903,True,1,1000,2.3224904904904906,4,0.17160161332894716,0.3725289023175006,0.06558773679972045
1000,50,25.0,0.1,100000,3.1622776601683795e-05,17,0.0428948948948949,True,1,1000,2.2982642642642643,4,0.17652295566835988,0.3808150124970409,0.05359964792805694
1000,50,25.0,0.1,100000,3.1622776601683795e-05,18,0.0423003003003003,True,1,1000,2.302114114114114,4,0.17061740381005497,0.3800446166541991,0.0520244733307289
1000,50,25.0,0.1,100000,3.1622776601683795e-05,19,0.041353353353353356,True,1,1000,2.3074714714714717,4,0.16544978489196938,0.3690108351005681,0.06290077421932498
1000,50,25.0,0.1,100000,3.1622776601683795e-05,20,0.042222222222222223,True,1,1000,2.3086906906906908,4,0.17365933331623826,0.3714635935628674,0.04882391241459047
1000,50,25.0,0.1,100000,3.1622776601683795e-05,21,0.04208808808808809,True,1,1000,2.309267267267267,4,0.1791474519735225,0.38163174908659203,0.06590940998931472
1000,50,25.0,0.1,100000,3.1622776601683795e-05,22,0.042,True,1,1000,2.3085825825825825,4,0.16946435866285384,0.3723608357051324,0.05117861068511023
1000,50,25.0,0.1,100000,3.1622776601683795e-05,23,0.04308508508508509,True,1,1000,2.2986246246246247,4,0.18016150685518809,0.3971253740507133,0.07006210338433776
1000,50,25.0,0.1,100000,3.1622776601683795e-05,24,0.040476476476476474,True,1,1000,2.3331451451451453,4,0.17276134352150418,0.3923242150714498,0.06604329132894643
1000,50,25.0,0.1,100000,3.1622776601683795e-05,25,0.041525525525525527,True,1,1000,2.309993993993994,4,0.16814975715422026,0.3570575229982963,0.05527174434306648
